"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6001435900,26.25,51.40,50-55%,Alameda ,5371,11.02,74.27,14.71,32.95,28.62,3.44,0,32.06,2.92
6001436000,21.42,40.95,40-45%,Alameda ,5063,16.24,70.25,13.51,42.43,29.75,0.85,0.63,24.49,1.86
6001436100,24.20,47.14,45-50%,Alameda ,5977,8.25,75.62,16.13,41.53,20.55,3.51,0.49,29.18,4.75
6001436200,36.65,70.06,70-75%,Alameda ,4266,19.5,69.76,10.74,57.55,10.62,16.46,0,12.09,3.28
6001436300,32.64,63.53,60-65%,Alameda ,9444,11.5,77.03,11.47,48.17,13.13,9.71,0.24,26.97,1.78
6001436401,18.60,34.22,30-35%,Alameda ,7173,10.25,74.15,15.6,20.61,34.85,14.43,0.13,23,6.98
6001436402,3.49,1.01,1-5% (lowest scores),Alameda ,2704,7.43,64.79,27.77,18.86,42.05,10.87,0,20.89,7.32
6001436500,29.69,58.12,55-60%,Alameda ,5375,13.19,81.1,5.71,44.56,14.87,9.58,0.07,25.12,5.8
6001436601,32.01,62.41,60-65%,Alameda ,6938,17.53,74.6,7.87,55.48,12.78,6.73,0,15.13,9.87
6001436602,34.52,66.74,65-70%,Alameda ,5113,15.76,75.87,8.37,48.46,10.44,13.73,0,24.21,3.15
6001436700,27.68,54.27,50-55%,Alameda ,3265,11.64,76.48,11.88,48.45,20.12,5.94,0,21.75,3.74
6001436800,34.60,66.91,65-70%,Alameda ,4382,11.71,78.37,9.93,45.94,12.05,13.46,0.87,25.08,2.6
6001436900,34.87,67.37,65-70%,Alameda ,6745,14.91,77.48,7.61,55.89,12.2,7.23,0.07,21.72,2.88
6001437000,31.47,61.42,60-65%,Alameda ,3493,7.62,76.9,15.49,44.03,18.04,5.67,0.29,27.94,4.04
6001437101,39.53,74.21,70-75%,Alameda ,7867,9.64,77.98,12.38,23.48,15.06,7.36,0.9,48.29,4.91
6001437102,32.99,64.07,60-65%,Alameda ,4521,10.46,71.91,17.63,29.4,11.72,7.9,0.15,41.87,8.96
6001437200,33.99,65.78,65-70%,Alameda ,7489,10.5,72.53,16.97,27.97,18.09,5.53,0.89,41.52,5.98
6001437300,36.84,70.35,70-75%,Alameda ,3277,10.28,77.27,12.45,38.11,13.82,12.3,0.03,30.21,5.52
6001437400,30.09,58.86,55-60%,Alameda ,3485,13.06,72.37,14.58,54.43,13.97,3.93,0.4,25.77,1.49
6001437500,25.16,49.10,45-50%,Alameda ,4531,15.96,74.99,9.05,66.06,13.68,2.87,0,16.58,0.82
6001437600,30.01,58.69,55-60%,Alameda ,3536,10.61,71.92,17.48,42.76,13.12,6.05,0,34.31,3.76
6001437701,27.74,54.39,50-55%,Alameda ,3773,15.56,79.62,4.82,59.13,9.28,12.88,1.38,15.13,2.2
6001437702,23.30,45.13,45-50%,Alameda ,4295,14.06,81.47,4.47,75.83,4.68,6.54,0.19,10.22,2.54
6001437800,21.31,40.58,40-45%,Alameda ,4997,8,78.37,13.63,39.08,19.45,2.9,0.96,33.78,3.82
6001437900,29.40,57.60,55-60%,Alameda ,2321,13.1,76.82,10.08,59.37,11.98,5.26,0.56,19.69,3.15
6001438000,19.83,37.03,35-40%,Alameda ,3952,11.26,81.15,7.59,26.97,27.23,8,0,33.5,4.3
6001438100,32.98,64.03,60-65%,Alameda ,8307,15.59,73.28,11.14,40.77,15.97,7.21,0.81,30.39,4.84
6001438201,29.23,57.29,55-60%,Alameda ,5144,11.86,73.68,14.46,62.09,7.83,6.42,0,18.5,5.15
6001438203,28.51,55.90,55-60%,Alameda ,3888,7.15,73.17,19.68,21.27,15.77,5.45,0,54.58,2.93
6001438204,26.66,52.38,50-55%,Alameda ,5838,7.69,73.06,19.25,32.8,12.92,6.18,0.65,40.89,6.56
6001438300,34.06,65.95,65-70%,Alameda ,3767,9.56,74.62,15.82,32.47,5.5,8.79,0,50.92,2.34
6001438400,28.64,56.20,55-60%,Alameda ,2757,13.82,73.16,13.02,31.41,17.3,9.14,0,39.57,2.58
6001440100,20.16,37.87,35-40%,Alameda ,2799,8,61.2,30.8,20.69,39.91,2.93,0.25,34.94,1.29
6001440200,32.26,62.87,60-65%,Alameda ,6125,13.26,78.99,7.76,69.68,3.53,6.69,0.15,19.04,0.91
6001440301,33.74,65.39,65-70%,Alameda ,7596,10.56,76.67,12.77,30.34,21.27,5.5,0.16,38.44,4.28
6001440304,16.24,28.49,25-30%,Alameda ,5035,11.56,69.71,18.73,12.99,6.12,9.22,0,68.44,3.24
6001440305,9.53,11.76,10-15%,Alameda ,4190,10.76,68.57,20.67,16.54,18.83,2.36,0.55,57.39,4.32
6001440306,16.09,28.11,25-30%,Alameda ,4322,9.37,75.91,14.72,7.73,12.42,4.1,0,69.99,5.76
6001440307,28.65,56.22,55-60%,Alameda ,4748,10.32,61.88,27.8,18.87,19.06,4.72,0.21,53.77,3.37
6001440308,30.72,60.15,60-65%,Alameda ,6171,8.01,73,18.99,26.8,15.38,3.22,0.05,49.27,5.28
6001440331,23.20,44.92,40-45%,Alameda ,3276,13.71,74.18,12.12,25.03,11.54,1.68,0.15,56.01,5.59
6001440332,12.92,20.34,20-25%,Alameda ,3505,10.7,74.75,14.55,8.19,8.82,1.83,0.49,75.58,5.11
6001440333,25.16,49.12,45-50%,Alameda ,2982,6,75.52,18.48,4.46,15.83,2.21,0.1,71.53,5.87
6001440334,16.13,28.25,25-30%,Alameda ,4414,8.27,75.58,16.15,13.98,14.5,9.56,0.16,57.36,4.44
6001440335,16.83,30.01,30-35%,Alameda ,7051,14.69,75.89,9.42,1.76,19.03,3.45,0.4,65.13,10.24
6001440336,20.78,39.49,35-40%,Alameda ,4437,10.41,73.88,15.71,18.39,18.1,8.72,0.63,50.78,3.38
6001441100,17.25,30.91,30-35%,Alameda ,4625,9.21,69.47,21.32,20.02,44.65,0.93,0.52,27.31,6.57
6001441200,18.39,33.65,30-35%,Alameda ,7277,15.51,70.81,13.67,18.58,35.29,4.67,0.3,34.9,6.25
6001441301,15.25,26.12,25-30%,Alameda ,3301,14.15,74.43,11.42,5.97,18.3,6.51,0.82,64.76,3.64
6001441302,9.66,12.15,10-15%,Alameda ,5937,12.87,69.31,17.82,13.14,26.75,2.69,0.2,53.16,4.06
6001441401,13.25,21.03,20-25%,Alameda ,8082,17.09,69.03,13.88,9.96,20.56,1.15,0.31,62.7,5.31
6001441402,11.14,15.76,15-20%,Alameda ,5407,14.93,71.17,13.91,9.23,16.83,2.4,0.28,67.47,3.79
6001441501,6.25,5.19,5-10%,Alameda ,6546,9.35,73.75,16.9,8.1,12.68,2.38,0.29,71.45,5.1
6001441503,23.06,44.65,40-45%,Alameda ,8013,18.17,73.47,8.36,3.47,8.77,1.97,0.86,82.95,1.97
6001441521,10.49,14.06,10-15%,Alameda ,6175,12.68,72.24,15.08,7.16,16.19,1.59,0,71.2,3.85
6001441522,13.52,21.77,20-25%,Alameda ,5233,11.27,73.15,15.57,12.25,13.32,6.67,0.25,65.38,2.14
6001441523,11.97,17.85,15-20%,Alameda ,4418,19.31,76.28,4.41,6.43,11.72,2.35,0,77.46,2.04
6001441524,17.59,31.80,30-35%,Alameda ,4215,20.9,71.39,7.71,2.54,7.9,2.28,0,85.53,1.76
6001441601,13.30,21.24,20-25%,Alameda ,4982,12.89,71.02,16.1,16.82,27.54,9.03,0.32,43.38,2.91
6001441602,24.00,46.75,45-50%,Alameda ,8113,13.61,71.38,15.01,17.71,21.78,1.77,0,57.27,1.45
6001441700,18.81,34.77,30-35%,Alameda ,8527,14.78,74.97,10.25,20.3,25.19,4.14,0.3,46.7,3.37
6001441800,14.24,23.63,20-25%,Alameda ,7543,14.56,75.05,10.39,11.68,34.47,1.87,0.24,49.91,1.83
6001441921,13.04,20.64,20-25%,Alameda ,3909,10.41,81.25,8.34,25.74,16.35,6.7,1.89,41.52,7.8
6001441923,19.95,37.42,35-40%,Alameda ,6250,16.22,71.09,12.69,9.33,14.78,2.86,0.5,67.34,5.18
6001441924,14.30,23.81,20-25%,Alameda ,7481,14.74,74.46,10.8,11.82,18.02,2.93,0.43,62.13,4.68
6001441925,11.94,17.74,15-20%,Alameda ,7291,10.82,84.86,4.32,7.53,14.74,6.05,0.16,68.36,3.15
6001441926,21.11,40.18,40-45%,Alameda ,4595,18.87,77.24,3.9,32.95,8.68,3.83,0.52,49.55,4.46
6001441927,21.27,40.48,40-45%,Alameda ,4492,17.5,72.75,9.75,9.71,13.65,3.25,0.42,67.01,5.97
6001442000,6.06,4.82,1-5% (lowest scores),Alameda ,3419,9.71,74.47,15.82,7.9,15.24,0.09,0.53,74.03,2.22
6001442100,13.26,21.08,20-25%,Alameda ,5462,8.59,75.21,16.2,0.99,13.38,1.43,0.53,81.09,2.58
6001442200,11.02,15.53,15-20%,Alameda ,7473,11.87,70.43,17.7,5.99,19.24,1.42,0.33,71.27,1.74
6001442301,22.91,44.26,40-45%,Alameda ,5496,9.72,79.8,10.48,18.38,17.63,3.89,0.69,55.12,4.29
6001442302,16.97,30.42,30-35%,Alameda ,6366,14.53,73.88,11.59,11.39,17.22,5.01,0.36,60.3,5.72
6001442400,19.58,36.43,35-40%,Alameda ,6822,8.46,80.46,11.08,24.71,20.64,4.09,0.21,48.96,1.39
6001442500,23.30,45.15,45-50%,Alameda ,7374,9.55,76.13,14.32,23.39,16.98,3.39,0.57,49.51,6.16
6001442601,12.92,20.31,20-25%,Alameda ,4160,8.27,76.25,15.48,20.6,35.1,0.38,0,40.63,3.29
6001442602,16.45,28.91,25-30%,Alameda ,5059,14.41,75.09,10.5,27.89,33.7,3.62,0.08,30.92,3.8
6001442700,12.89,20.20,20-25%,Alameda ,3048,12.89,71.95,15.16,15.35,36.88,5.05,0.36,39.37,2.99
6001442800,21.73,41.62,40-45%,Alameda ,2952,9.01,74.29,16.7,16.7,30.86,1.46,0.14,46.51,4.34
6001442900,18.30,33.48,30-35%,Alameda ,7761,12.36,74.8,12.85,17.03,26.49,3.8,1.37,49.26,2.05
6001443001,20.63,39.16,35-40%,Alameda ,2891,10.79,80.53,8.68,35.42,22.79,4.91,0.35,34.69,1.83
6001443002,25.42,49.74,45-50%,Alameda ,6930,9.9,77.66,12.44,17.49,17.29,2.99,0.17,58.31,3.75
6001443102,11.42,16.41,15-20%,Alameda ,5065,10.54,73.62,15.83,5.59,14.41,0.57,0,76.92,2.51
6001443103,8.47,9.62,5-10%,Alameda ,4107,10.35,72.02,17.63,3.34,11.03,0.19,0.71,81.74,2.99
6001443104,12.18,18.36,15-20%,Alameda ,5620,11.32,76.57,12.12,1.16,17.97,0.34,0,77.62,2.92
6001443105,14.48,24.31,20-25%,Alameda ,4785,8.69,75.76,15.55,2.45,13.94,1.55,0,79.37,2.7
6001443200,4.91,2.91,1-5% (lowest scores),Alameda ,4053,5.95,73.43,20.63,0.74,18.01,0,0.35,75.99,4.91
6001443301,16.72,29.68,25-30%,Alameda ,4355,12.74,74.03,13.23,8.77,25.46,1.45,0,59.89,4.43
6001443321,13.39,21.44,20-25%,Alameda ,3368,19.8,74.91,5.29,9.2,5.05,3.8,0,79.9,2.05
6001443322,12.89,20.18,20-25%,Alameda ,3308,14.6,72.49,12.91,4.53,19.17,1.63,0.67,70.71,3.3
6001444100,21.13,40.25,40-45%,Alameda ,7556,6.55,72.68,20.76,28.82,39.77,1.1,0.12,27.55,2.63
6001444200,17.13,30.62,30-35%,Alameda ,7112,10.42,77.02,12.56,33.34,19.35,5.43,0.69,36.11,5.09
6001444301,13.56,21.85,20-25%,Alameda ,3973,10.5,75.84,13.67,32.44,32.9,4.66,0,26.83,3.17
6001444302,24.81,48.32,45-50%,Alameda ,5185,11.42,78.69,9.89,39.75,14.19,4.55,0.52,38.35,2.64
6001444400,20.13,37.76,35-40%,Alameda ,5477,14.19,76.43,9.38,53.41,14.31,4.93,0.44,21.44,5.48
6001444500,32.85,63.72,60-65%,Alameda ,7518,12.6,79.22,8.18,47.58,18.45,4.08,0.15,26.56,3.18
6001444601,33.37,64.74,60-65%,Alameda ,5787,11.87,70.95,17.18,25.33,31.88,1.37,0.09,38.29,3.04
6001444602,18.35,33.60,30-35%,Alameda ,4563,14.99,76.31,8.7,11.51,15.95,5.96,0.11,63.79,2.67
6001450101,15.50,26.65,25-30%,Alameda ,5750,17.91,77.9,4.19,8.07,31.95,4.43,0.38,47.39,7.77
6001450102,14.18,23.46,20-25%,Alameda ,5664,14.83,78.07,7.1,17.62,24.75,6.36,1.29,41.83,8.16
6001450200,9.91,12.71,10-15%,Alameda ,5244,17.37,73.34,9.29,10.37,41.9,3.13,0,38.87,5.74
6001450300,13.25,21.05,20-25%,Alameda ,5212,14.87,74.62,10.51,20.64,49.94,3.13,0.12,23.39,2.78
6001450400,16.65,29.48,25-30%,Alameda ,7286,13.41,74.44,12.15,13.9,48.34,3.34,0,27.13,7.29
6001450501,9.62,12.03,10-15%,Alameda ,3156,13.21,72.37,14.42,8.9,59.54,0,0.63,25.57,5.35
6001450502,5.54,3.91,1-5% (lowest scores),Alameda ,5490,12.9,74.01,13.1,8.83,46.03,1.48,0.95,39.52,3.19
6001450601,6.56,5.89,5-10%,Alameda ,3641,6.67,76.38,16.95,6.12,50.62,1.68,0.52,36.09,4.97
6001450602,20.30,38.24,35-40%,Alameda ,10265,8.88,76.36,14.76,8.24,50.94,2.67,0.1,34.58,3.47
6001450603,17.95,32.56,30-35%,Alameda ,5155,13.81,72.67,13.52,11.77,55.25,1.38,0.37,29.35,1.88
6001450604,6.26,5.26,5-10%,Alameda ,5505,8.61,75.62,15.77,9.46,58.2,0.53,0,27.67,4.14
6001450605,9.54,11.79,10-15%,Alameda ,3893,9.89,71.82,18.29,9.2,61.98,0.92,0.05,25.66,2.18
6001450606,6.32,5.37,5-10%,Alameda ,6254,11.62,74.24,14.13,6.16,60.19,0.64,0.66,28.14,4.22
6001450607,20.42,38.49,35-40%,Alameda ,5717,11.77,74.09,14.13,12.03,53.51,2.22,0,27.74,4.5
6001450701,6.12,4.95,1-5% (lowest scores),Alameda ,8596,8.93,75.4,15.67,6.18,55.83,2.07,0.12,32.21,3.59
6001450741,8.14,8.84,5-10%,Alameda ,5852,8.63,76.3,15.07,19.77,53.16,2.72,0.46,19.28,4.61
6001450742,6.64,6.00,5-10%,Alameda ,5436,10.17,73.16,16.67,10.08,58.19,0.59,0,25.63,5.52
6001450743,17.70,32.07,30-35%,Alameda ,6684,16.89,79.14,3.96,5.79,19.75,5.34,0.66,62.73,5.73
6001450744,13.02,20.57,20-25%,Alameda ,6273,11.02,67.93,21.06,7.22,56.16,1.1,0.67,31.37,3.48
6001450745,20.06,37.67,35-40%,Alameda ,6712,13.13,73.06,13.81,9.92,29.29,0.39,0.28,58.64,1.47
6001450746,9.86,12.54,10-15%,Alameda ,3525,10.21,70.92,18.87,11.97,57.59,0.31,0,26.72,3.4
6001450750,11.58,16.81,15-20%,Alameda ,5630,17.34,73.06,9.61,9.34,24.44,7.37,0,54.81,4.03
6001450751,13.21,20.95,20-25%,Alameda ,11119,20.79,71.62,7.59,3.08,12,1.25,0.04,81.31,2.32
6001450752,15.51,26.74,25-30%,Alameda ,7343,15.84,77.23,6.93,7.39,20.7,4.63,0.08,62.94,4.25
6001451101,16.38,28.72,25-30%,Alameda ,8692,12.87,77.69,9.43,14.52,61.61,1.69,0.01,18.44,3.73
6001451102,3.64,1.11,1-5% (lowest scores),Alameda ,4003,8.57,73.82,17.61,9.39,77.19,0.32,0.62,7.24,5.22
6001451201,16.05,27.96,25-30%,Alameda ,7695,15.28,75.93,8.78,20.26,57.6,1.26,0.38,14.96,5.55
6001451202,11.91,17.66,15-20%,Alameda ,5188,11.08,79.66,9.25,14.69,61.03,0.79,0.29,15.96,7.25
6001451300,13.26,21.13,20-25%,Alameda ,6903,12.85,75.47,11.68,19.63,63.41,1.38,0,9.01,6.58
6001451401,18.78,34.69,30-35%,Alameda ,6191,12.26,70.26,17.48,20.37,56.84,5.44,0,13.25,4.1
6001451403,10.03,13.01,10-15%,Alameda ,2308,16.07,70.23,13.69,27.82,56.41,1.56,0,8.93,5.29
6001451404,20.51,38.80,35-40%,Alameda ,7094,15.05,76.77,8.18,47.55,39.27,4.51,0.04,6.17,2.45
6001451501,18.90,34.92,30-35%,Alameda ,4693,14.36,67.8,17.84,16.26,67.44,0.89,0.11,9.38,5.92
6001451503,12.57,19.36,15-20%,Alameda ,6182,14.36,72.5,13.13,15.35,63.04,1.83,0.08,14.04,5.66
6001451504,11.70,17.08,15-20%,Alameda ,1709,16.38,69.98,13.63,19.08,54.53,0.99,0,23.93,1.46
6001451505,5.65,4.03,1-5% (lowest scores),Alameda ,3418,10.09,74.78,15.13,13.96,75.51,0.97,0.29,7.69,1.58
6001451506,16.15,28.32,25-30%,Alameda ,3385,15.57,72.88,11.55,40.12,43.93,5.91,0,8.27,1.77
6001451601,11.25,16.04,15-20%,Alameda ,5362,9.98,73.55,16.47,10.67,78.25,0.17,0,9.2,1.72
6001451602,12.65,19.54,15-20%,Alameda ,6809,11.54,63.42,25.04,16.42,69.38,1.85,0.15,6.84,5.36
6001451701,7.87,8.27,5-10%,Alameda ,3112,12.21,74.55,13.24,14.65,71.66,1.09,0.16,6.43,6.01
6001451703,6.34,5.42,5-10%,Alameda ,4080,12.82,73.24,13.95,19.36,58.97,0,0.32,16.96,4.39
6001451704,7.29,7.26,5-10%,Alameda ,4519,11.24,69.09,19.67,13.19,72.25,0.38,0.22,9.63,4.34
6001981900,NA,NA,NA,Alameda ,58,0,100,0,13.79,86.21,0,0,0,0
6001982000,NA,NA,NA,Alameda ,63,22.22,77.78,0,12.7,15.87,36.51,3.17,31.75,0
6001983200,28.20,55.32,55-60%,Alameda ,583,2.57,85.59,11.84,8.06,52.83,9.09,1.54,24.18,4.29
6003010000,13.62,22.00,20-25%,Alpine ,1039,9.05,61.02,29.93,12.51,53.03,0.87,30.22,0.96,2.41
6005000101,11.89,17.61,15-20%,Amador ,3908,8.88,53.38,37.74,7.8,83.73,0.26,0.84,1.97,5.4
6005000102,15.45,26.53,25-30%,Amador ,1982,7.82,64.78,27.4,8.53,80.78,0.3,0.55,3.53,6.31
6005000200,18.45,33.79,30-35%,Amador ,4748,11.79,60.38,27.82,10.93,82.52,0.57,0.93,0.19,4.87
6005000301,17.66,31.96,30-35%,Amador ,5105,2.9,85.03,12.07,31.52,46.52,14.99,1.55,1.51,3.92
6005000303,22.69,43.70,40-45%,Amador ,5623,6.53,67.7,25.77,12.66,85.54,0.04,0.09,0.47,1.21
6005000304,27.86,54.65,50-55%,Amador ,4597,10.38,72.09,17.53,8.98,85.38,0.22,0.61,0.48,4.33
6005000401,26.49,51.94,50-55%,Amador ,4675,7.66,53.43,38.91,6.76,87.81,0.13,0.09,0.77,4.45
6005000402,19.63,36.57,35-40%,Amador ,4639,5.45,64.82,29.73,18.32,77.28,0.37,0.97,1.45,1.62
6005000500,26.58,52.18,50-55%,Amador ,3152,8.72,64.69,26.59,14.18,77.54,0.16,0,4.61,3.52
6007000102,13.06,20.69,20-25%,Butte ,4032,13.94,65.38,20.68,13.02,79.56,0.42,0.17,1.02,5.8
6007000103,10.73,14.78,10-15%,Butte ,5393,18.02,73.32,8.66,15.43,76.69,1.63,0.46,3.39,2.39
6007000104,12.93,20.37,20-25%,Butte ,5517,10.35,72.96,16.69,21.01,69.73,3.92,0,3.88,1.47
6007000201,15.09,25.76,25-30%,Butte ,4075,11.29,76.42,12.29,17.23,75.12,0.32,0.27,4.17,2.9
6007000202,22.66,43.60,40-45%,Butte ,3703,8.78,72.29,18.93,18.09,72.51,2.08,0.14,3.05,4.13
6007000300,24.79,48.29,45-50%,Butte ,4764,15.66,70.05,14.29,18.79,68.79,3.4,1.64,3.67,3.72
6007000401,14.01,23.08,20-25%,Butte ,4186,15.79,74.08,10.13,22.46,65.72,0.17,0,9.27,2.39
6007000402,10.77,14.88,10-15%,Butte ,7973,10.1,68.64,21.26,14.54,75.55,1.49,0.19,4,4.23
6007000501,13.97,22.93,20-25%,Butte ,4793,8.66,78.24,13.1,21.47,67.62,1.19,0,3.96,5.76
6007000502,26.14,51.17,50-55%,Butte ,4402,5.75,88.64,5.61,25.81,57.02,2.32,1.39,10.7,2.77
6007000601,10.75,14.80,10-15%,Butte ,3530,12.44,73.34,14.22,11.42,77.14,0.11,0,6.68,4.65
6007000603,30.12,58.93,55-60%,Butte ,3681,3.37,89.68,6.95,16.84,70.28,3.21,0,3.12,6.55
6007000604,25.60,50.11,50-55%,Butte ,4245,9.85,87.21,2.94,21.98,58.82,5.75,0,7.63,5.82
6007000700,16.66,29.53,25-30%,Butte ,4626,9.71,74.69,15.61,11.05,84.24,0.11,0,2.92,1.69
6007000800,11.69,16.99,15-20%,Butte ,5664,14.09,67.92,17.99,9.5,85.28,0.44,0,1.2,3.58
6007000901,10.78,14.90,10-15%,Butte ,2656,10.84,67.66,21.5,16.11,67.7,0.68,0,10.13,5.38
6007000903,24.39,47.59,45-50%,Butte ,6697,11.99,75.41,12.6,24.32,57.13,4.79,0.81,10.45,2.49
6007000904,14.77,24.96,20-25%,Butte ,7107,11.62,66.95,21.43,12.23,82,0.7,0,2.54,2.53
6007001000,35.66,68.65,65-70%,Butte ,4122,7.54,87.55,4.9,14.31,73.9,4.66,1.04,1.99,4.1
6007001100,28.33,55.52,55-60%,Butte ,4388,5.65,83.52,10.82,21.47,65.54,2.3,0.5,5.63,4.56
6007001200,29.28,57.44,55-60%,Butte ,3706,5.53,84.97,9.5,17.57,76.36,0.16,0,1.16,4.75
6007001300,41.09,76.77,75-80%,Butte ,3689,14.26,74.71,11.03,27.05,50.69,2.68,2.2,10.84,6.53
6007001400,10.56,14.31,10-15%,Butte ,6088,12.47,67.33,20.2,16.51,81.19,0.03,0,1.72,0.54
6007001500,21.44,41.01,40-45%,Butte ,5834,10.9,70.67,18.43,12.56,78.73,1.92,0,2.23,4.56
6007001600,9.99,12.90,10-15%,Butte ,4753,7.3,67.6,25.1,9.97,80.69,0.55,0,1.94,6.86
6007001702,8.53,9.69,5-10%,Butte ,5727,8.15,65.46,26.38,6.29,83.13,0,0.89,1.5,8.19
6007001703,8.42,9.43,5-10%,Butte ,2731,13.29,61.33,25.38,8.39,88.83,0.18,0.44,0.44,1.72
6007001704,13.41,21.51,20-25%,Butte ,3583,11.42,68.21,20.37,13.79,82.08,0,0,0,4.13
6007001800,19.12,35.45,35-40%,Butte ,4356,9.85,65.89,24.27,5.81,86.91,0.8,0.48,0.69,5.3
6007001900,12.46,19.13,15-20%,Butte ,2625,8.57,61.83,29.6,3.24,88.15,0.99,2.17,0.99,4.46
6007002000,18.42,33.71,30-35%,Butte ,4974,13.69,62.2,24.11,9.19,84.36,0.04,0.66,0.04,5.71
6007002100,19.00,35.17,35-40%,Butte ,3603,15.63,55.09,29.28,8.55,78.74,0.03,0.25,1,11.43
6007002200,26.52,52.03,50-55%,Butte ,5138,9.85,64.81,25.34,8.82,85.38,0.06,0.49,2.43,2.82
6007002300,14.89,25.24,25-30%,Butte ,4263,6.99,63.95,29.06,9.01,85.9,0.33,0,0.42,4.34
6007002400,31.49,61.47,60-65%,Butte ,4660,7.79,57.38,34.83,9.68,77.06,0.26,2.21,1.87,8.93
6007002500,28.57,56.03,55-60%,Butte ,5946,17.84,72.54,9.62,14.11,57.11,5.63,1.36,14.9,6.88
6007002601,13.23,21.00,20-25%,Butte ,2599,12.12,51.33,36.55,8,79.95,1.27,0.35,1.39,9.04
6007002602,16.74,29.75,25-30%,Butte ,3628,8.35,57.69,33.96,7.99,83.43,0.88,2.26,0,5.43
6007002700,23.31,45.17,45-50%,Butte ,5953,12.3,69.73,17.97,8.85,81.71,0.25,0.57,4.47,4.15
6007002800,38.63,73.07,70-75%,Butte ,3883,15.61,63.82,20.58,12.49,68.19,6.88,0.36,3.91,8.16
6007002900,24.71,48.16,45-50%,Butte ,2907,11.46,71.72,16.82,8.39,51.08,1.86,1.89,27.28,9.49
6007003001,33.83,65.60,65-70%,Butte ,2553,15.51,68.39,16.1,14.41,53.39,5.52,4.15,7.29,15.24
6007003002,35.34,68.02,65-70%,Butte ,3158,11.91,74.98,13.11,17.73,52.63,0.85,2.66,14.72,11.4
6007003100,16.39,28.73,25-30%,Butte ,4573,13.38,65.62,20.99,11.35,73.85,0.15,1.47,9.56,3.63
6007003200,26.77,52.52,50-55%,Butte ,4210,15.39,64.3,20.31,35.56,51.02,1.78,4.37,1.16,6.1
6007003300,27.39,53.74,50-55%,Butte ,4083,6.78,70.68,22.53,12.52,73.33,0.44,3.33,5.46,4.92
6007003400,33.01,64.08,60-65%,Butte ,3681,16.54,69.14,14.32,49.36,47.79,0.05,0.22,0.54,2.04
6007003501,24.81,48.35,45-50%,Butte ,3773,22.18,66.02,11.79,35.67,55.39,0,1.35,2.6,4.98
6007003502,31.73,61.89,60-65%,Butte ,4495,16,67.21,16.8,39.51,58.67,0.16,0.11,1.47,0.09
6007003600,29.94,58.55,55-60%,Butte ,4202,12.97,70.7,16.33,33.44,56.59,0,1.09,1.5,7.38
6007003700,44.92,81.91,80-85%,Butte ,4889,9.92,73.33,16.75,13.89,61.59,1.02,0.49,20.07,2.95
6009000120,20.53,38.86,35-40%,Calaveras ,4694,14.68,58.22,27.1,11.65,83.47,1.79,0,1.21,1.87
6009000121,15.01,25.57,25-30%,Calaveras ,4483,5.71,63.69,30.6,8.14,84.01,0,1.41,0.31,6.13
6009000122,10.17,13.35,10-15%,Calaveras ,3560,2.72,57.22,40.06,8.68,85.11,1.15,0.48,0.14,4.44
6009000210,21.03,40.03,40-45%,Calaveras ,11100,7.41,69.64,22.95,17.71,76.14,0.29,0.13,1.47,4.27
6009000220,18.36,33.62,30-35%,Calaveras ,6795,12.79,68.84,18.37,11.35,81.24,1.46,0.22,3.05,2.69
6009000300,25.74,50.48,50-55%,Calaveras ,7496,10.89,61.13,27.99,12.17,76.32,0.67,0.29,1.6,8.95
6009000400,16.14,28.28,25-30%,Calaveras ,2722,6.1,61.06,32.84,7.79,83.39,0.18,1.95,3.05,3.64
6009000501,8.11,8.79,5-10%,Calaveras ,2776,17.11,50.94,31.95,11.17,87.72,0,0,0.43,0.68
6009000503,9.89,12.62,10-15%,Calaveras ,1431,4.61,54.65,40.74,6.57,90.64,0,0,2.24,0.56
6009000504,NA,NA,NA,Calaveras ,457,3.06,55.14,41.79,0.66,93.87,0.88,0,2.18,2.41
6011000100,33.41,64.81,60-65%,Colusa ,5647,14.36,72.85,12.79,65.65,31.66,0,0.19,0.21,2.28
6011000200,31.10,60.85,60-65%,Colusa ,5027,17.66,65.23,17.11,50.13,44.04,1.53,0.74,1.08,2.49
6011000300,27.44,53.87,50-55%,Colusa ,5963,17.11,71.71,11.19,74.48,20.17,0.15,1.21,3.22,0.77
6011000400,18.45,33.80,30-35%,Colusa ,2252,11.77,67.45,20.78,36.15,55.73,3.6,1.02,0.62,2.89
6011000500,24.54,47.86,45-50%,Colusa ,2565,9.24,76.53,14.23,48.97,43.51,3.47,0,1.52,2.53
6013301000,31.04,60.70,60-65%,Contra Costa,5150,12.87,73.88,13.24,22.27,62.23,8.97,0,2.82,3.71
6013302005,33.67,65.23,65-70%,Contra Costa,7290,14.8,73.22,11.98,33.28,40.77,14.72,0.48,5.69,5.06
6013302006,27.47,53.90,50-55%,Contra Costa,3775,15.15,78.81,6.04,35.07,47.23,6.12,0,7.5,4.08
